Challenge_Hex,Response_Bit
989BC4DA9B37A22B,1
9E50AA42CA6DFDA1,0
C693DA1139C6A1CA,0
6160745985C7504B,1
E893BE3D7354EA6F,1
4C1F55AB715629EE,0
96A9954FDC33E1F9,1
6DC7CAC7FD72B050,1
9191B3634E2D6645,1
0F6B40D09EFBA58B,0
F5C9B0479C10C572,0
19675F06BD767E35,1
C342BD2BF295456E,1
A021C0CA3531968D,1
43BFD9313605BF54,0
14C8B3B4A911D192,0
3D67CDE92834E4C0,0
8D4F5D272C7F0B79,1
2812859A1337739E,0
68949B8D00AF5B3A,1
B07AA066735435EA,0
784C2F29980402A2,1
085B15FB4A8FF810,1
49C13DE73B4206C5,1
48603B32B4FB0EB9,0
DC0F2FCFB3F6FE0D,1
1238D630743B65A2,1
3BC1A987AFF8754D,1
43B9DA13EC856F37,0
CA8F3653C9AF18F8,1
96FC734DA003CD28,0
CDCCC33AA9434AA0,0
32A447B2EF04E57D,1
1D61FAC36CD5E859,0
398D1CA68B6870B5,0
26242B40A5CB63A2,0
44007D5AE88DA719,1
246998E8D39E198B,0
0F44704F1247EA4E,0
CAE9B4A72A79EA68,1
9854CE4E4EBFA5C3,1
D3016989BFBBB17F,1
EBD3461691B78D8E,1
706C5C5649E2623D,1
77FC97031FD5A423,0
4DD8EB85B04D3376,0
670ACC5CB321BF21,1
45B1ED25F1533AE8,0
8A3C3B5E801EF1DA,1
7010F7197E695D0D,1
9918EE461497D658,0
E3B137FC0A3450FC,0
BC0A6A5D6E996E3E,0
9A8CFA3C5283AAC7,0
069F14F140181C6E,1
3A9ACA5E176132ED,1
AC9ED156F63FCE41,1
DC4AD56BD6016237,1
964DB03F93403FAD,0
054F92FFF366BAD4,1
C3C75611FFE3FA49,0
D248A9A7AC1AA554,1
9384EC2B44FEACAE,1
C35B1C8C0A4C9F7F,1
2CD94CBBC19AD58C,0
84DAD06A7872BDEB,0
7135F221A6C9537F,0
473544F9EA83BF00,1
FF37D19C2E76128B,1
6F96288295D82980,1
D0725B5CA2814044,0
F81401027DE1BDFE,1
785299F4175BA98D,1
6889803E5913F9D3,1
5230DFBD5553B2FE,0
1AC70EC0AB8DDEB4,0
292BD156DB946570,1
6961929E546E035A,0
7ED70ED7B194990B,1
A99F131849C8A43F,0
668409E3F1F8343E,0
C2B01CFDD045DD1C,0
0964FBBF8CD321B0,1
168B1625746F7891,0
409D360250843242,1
1DAD09B252C21221,1
C5C5B37AF85E06A1,1
DD6AC7B86778043B,0
D32E6DCD83BC9478,1
004B6FABFCF56188,1
DE8EDE0BA85C6E4A,1
764414FD8AE769ED,1
0DE051A669CA97D2,1
84B871BB300568D2,1
9F64EEED5C9D927D,0
7F9D3E64C1A6423B,0
71299889A01AC992,0
0D366DFCC28EBD70,1
445DCC38341C6494,1
218A15368C99A894,1
49BC473FED7BF656,1
E17F29E170286046,0
7C16128DB2C08394,1
0763FCD01F15C7B6,0
A14923C2F920264C,1
CC9FD3349BDF0377,1
B5B453CA3D42993C,0
4F8D5238288B78B5,0
03802B708D03C91E,0
687213F98D605936,1
3985FB6217DC8EFF,0
D7665CDAFE049059,1
1D0BC9BDE9B5C5CF,0
F27292B6762172ED,1
A5D04D531E1242E3,0
276AA6CED50755D9,1
EEC259DC7F95897C,1
4AB7706EB77350CA,1
B495DB4E82456FB4,0
6A5D932B45FF2C83,0
7B85179AD5B077E0,0
78E3654BFAF14FF0,0
74EFF5453E652603,1
250741818D1FB540,0
30CBD7556232B17A,1
9970CF60EBFF8D15,1
BF0D073D821C1336,0
22F235F2E11B868D,1
11DF12D7DD30DE89,0
C5CE099C46B82659,0
DABAC50DCA3DD859,1
570210496A39AAA6,0
C9A7D91FEF2AE713,0
44656D6B81FB18B3,1
00A81DE9D20F87D0,0
B9DE7A3A486822B9,1
D664D2644C6E27FF,0
9475DBC996418CED,0
A8F1E091FFB8102D,0
DD81B7F57D5911C6,0
7250EE18260A5962,0
7BFDCC1289E06AB3,0
551AC8EA585A0AFA,1
C34B9FBB8D4A75B8,0
6090D6978B1E3B9D,0
EECF67D2749176F4,1
DE9E37575260001E,0
FB140BC3304B8590,0
3D225C30B28F41DE,1
620A60AC9261549D,1
DB23AA8C3BCABF85,0
69288E92C68A152F,1
517400F80B2C782A,0
7914F8A8BEA4FF31,0
E9D68F23B489D070,1
61985D54CFB87E6F,0
FD08B32C62D60E93,1
CADA4F80A9E782D4,0
A6EAB79ED21C82F8,1
26F05FCFFB16E5DB,1
F6FEBC0E7ECDDBAF,1
2051ACEF097A1E10,0
F72169BB80962718,0
54FD9AD39716108E,0
19B17E80DEA4AE17,0
D85480F0DFCAF0B7,1
1986B4B270B7E868,1
E912B4BF86A4BAE4,1
03EDD1F874F93D17,1
24E75E8EB8F21423,0
DEF5768968F45BCE,1
F84F16B3A79FBFAF,1
1327F1BC2784378F,0
C8120A8E78308930,1
43D88870F81DBAA1,0
9F8DED9756ABF2F1,0
65C17795B15516BC,0
148F8B74A65BB1F2,1
541CDFCDDA0D4A5F,0
ACA2B148DA330AA1,0
889B78D5DBFDD97E,1
F4427E0B61484BB3,1
A075E9275110B492,0
E32F2E63B7FDDD71,1
7CEA2045C268283E,0
8A80068DDF547E50,1
9E11D2CD0930AEF6,0
3C19E71D118405AD,0
AF34CF65A193C4B2,0
4991AB9BEBC2026F,0
3A3C8A71FF574E2B,0
1723199DBF2C14A0,0
FA7457616F18C108,1
C2A796891933918C,1
B4323070A23D4C2F,1
19BAD7AEDF615A5C,0
2A96E1E27194EAE2,0
4CA9CF07B1AA0F6A,1
0769165FE746CCB9,0
530A37DF0BC61066,0
0E5DD462CBD00EF2,0
5BC440F14B1A269B,1
6E417D475FF595EA,0
3E83B91F25440FE0,1
697C392387FA841A,0
AE8A781390E0A95B,1
2E183554CAE28E66,1
2CD1586A2B840C67,0
9C07A75114374509,0
61EE6C5BDEEF580F,0
AEE1E86B9EA556AA,1
7F671EEC3DA70577,0
9549C931E9AF299D,1
3B70B3A124A35CF2,0
A34DB7C5760DEBBB,1
75A669814104A8B5,1
AAB612C9415D174A,0
E61EDE900267DEB3,0
771AD655CDFC6EE0,1
49A23A89E6B5A92C,0
8BEDDB12AD77E82F,0
12E89D1028711733,1
F1FAF665711533F3,0
FCD6BDCA5876FD09,0
4C955F6A966B1964,1
F6478986A3917C99,0
B0B862EF6C9F82B9,0
74F3310340066FF2,1
4D57D880D865D69A,0
FFD6F23232FFE294,0
DA743152627B41A1,0
1B4DA0FE7BB38605,1
61A117293CB98350,0
5BE4BF5192698698,1
4BBE4AFF9326DFFD,1
B303F438FE2110D0,0
059DD55D4B943E30,0
D47D577BFA5A91CA,0
6553867DA881BFD3,1
0212B554464458B4,1
DD750E9890E0B95F,0
C73F6E1BAF908E3C,0
F93E08D5BEA29DFE,1
E91E314E0C8E29E3,1
BEC39A379B3D74BD,0
D534EE1D7F2984F5,1
E726BE23E776B886,0
C696F5E64944051B,0
3AE909FECC8218DA,1
CD4B69A99B689C88,1
3810AE665A31B4CC,1
30AC7D7BA2F963A3,1
402913EC9EF2B93E,0
C16D83EDAD81F8BD,0
C478F6F1B88EC318,1
AE4C84FFA8C01F05,1
2303F6C6D69D42F1,1
18DFBC3CA0D4DE3D,1
A0A11839E7457704,0
0A17991EA5769411,0
C9E260744F1639A0,0
088A93EC70D9C9F8,0
5D678BB1945EF2E4,0
21A4344FBB7BEE03,0
E8DD5E5A1712FB16,1
53A3DD5A4B8C5BDC,1
6A5E6920BF5AE7E6,1
336749B52CF6BF75,0
C958E75E21D53971,1
E05FB8BC8A16A06C,1
5DA8D6D2F8B38A8B,0
80759F1F87E5F0FE,1
45C45A3EE9DA484A,0
2A1F955AD499DA99,1
E9FF1CAE41C8CA8C,1
F1B64AFED31EDF1A,0
F7A67B947B5A611A,1
4B8E63D4CE7607AD,0
DED255D0BF1E8366,0
CDE22F1C56B60AFC,0
77E490C71D7BC313,0
1346D1A9F6802CDB,0
C11012662408A6DC,1
39C1E262F76C8EDE,1
AD238D36DC322C97,0
ACA5E2FDB966442A,0
65BCC272FADD7EA3,0
D882B5C1F79EFD70,0
8EAC0A33CDF974A7,0
171E16CC5DA36F1B,1
6502D6A2CA6A2224,1
43B38EB403902C5D,1
1FA382E8895CCD99,0
5E5BA13D746CDB77,0
BFBF397BAC3E7B0D,1
431D029FAC1E86D8,1
618AE30595A5BAFA,0
A377F6F1D289F0AB,1
5F18E583F0B6F83F,1
ACC216A01BBC91F7,0
78B2B5493BDBC09E,1
9E9A9F83066803EE,1
F1738856E25D36EB,1
53F8382B8FB864E4,1
9C2E58DEEA4E3617,0
A5CC8BF738AB854C,1
A2A9D4D8102EFDE5,0
76DA3CA0D2E82F38,1
B379CB1EE8CDA0CC,1
A6348E784D5C55C7,0
1DDE7969688613DB,0
0B9BD93423C86D30,1
0986BBEBF23E323D,1
FEF518A64DEAD645,0
1DBA12677E1CA5A1,1
3C1BDACC18E19331,1
899CA782E3236D1A,1
637E4B0122BAE10E,0
5EFA9C5B7421FF46,1
